Gene	Direction
CDCA5	CTL
CDCA7	CTL
CDH10	CTL
CDH11	CTL
CDH13	CTL
CDH4	CTL
CDH7	CTL
CDH8	CTL
CDH9	CTL
CDIP1	CTL
CDK19	CTL
CDKL1	CTL
CDKN2D	CTL
CDO1	CTL
CDON	CTL
CDR2L	CTL
CDS1	CTL
CECR1	CTL
CELF3	CTL
CELF4	CTL
CELF5	CTL
CELF6	CTL
CENPW	CTL
CEP120	CTL
CEP170B	CTL
CEP41	CTL
CEP63	CTL
CEP83	CTL
CEP95	CTL
CEP97	CTL
CERK	CTL
CERS1	CTL
CERS4	CTL
CES3	CTL
CES4A	CTL
CETN2	CTL
CFAP43	CTL
CFAP47	CTL
CFAP52	CTL
CFAP57	CTL
CFAP58	CTL
CFC1	CTL
CFD	CTL
CHAF1A	CTL
CHCHD10	CTL
CHCHD6	CTL
CHD3	CTL
CHD6	CTL
CHGA	CTL
CHIC1	CTL
CHIC2	CTL
CHL1	CTL
CHML	CTL
CHMP1A	CTL
CHPF	CTL
CHRDL1	CTL
CHRM2	CTL
CHRNA2	CTL
CHRNA4	CTL
CHST1	CTL
CHST15	CTL
CHST9	CTL
CIAPIN1	CTL
CIB2	CTL
CIDEA	CTL
CILP2	CTL
CIT	CTL
CITED2	CTL
CKAP2	CTL
CKAP5	CTL
CLCN5	CTL
CLDN1	CTL
CLEC16A	CTL
CLEC2L	CTL
CLGN	CTL
CLINT1	CTL
CLIP4	CTL
CLMP	CTL
CLN6	CTL
CLOCK	CTL
CLU	CTL
CLUAP1	CTL
CMAS	CTL
CMC2	CTL
CMTM3	CTL
CMYA5	CTL
CNBD2	CTL
CNDP1	CTL
CNEP1R1	CTL
CNGB1	CTL
CNIH1	CTL
CNIH2	CTL
CNN3	CTL
CNNM1	CTL
CNOT10	CTL
CNOT6L	CTL
CNR1	CTL
CNTN1	CTL
CNTN3	CTL
CNTN6	CTL
CNTNAP3	CTL
CNTNAP3B	CTL
COG1	CTL
COG5	CTL
COG6	CTL
COL11A1	CTL
COL20A1	CTL
COL23A1	CTL
COL24A1	CTL
COL5A1	CTL
COL9A1	CTL
COMMD4	CTL
COPA	CTL
COPB2	CTL
COPG1	CTL
COPS3	CTL
COPS7B	CTL
COQ3	CTL
CORO1A	CTL
CORO7	CTL
COX5A	CTL
COX7A1	CTL
CPE	CTL
CPEB2	CTL
CPEB3	CTL
CPED1	CTL
CPLX1	CTL
CPLX3	CTL
CPNE3	CTL
CPNE6	CTL
CPNE7	CTL
CPNE9	CTL
CRAT	CTL
CREB3	CTL
CREB3L1	CTL
CREBRF	CTL
CREM	CTL
CRHR2	CTL
CRIM1	CTL
CRIP2	CTL
CROT	CTL
CRTAC1	CTL
CRYZL1	CTL
CSDC2	CTL
CSF2RA	CTL
CSMD3	CTL
CSNK2A1	CTL
CSPG5	CTL
CSPP1	CTL
CSTF2T	CTL
CTBP2	CTL
CTCF	CTL
CTIF	CTL
CTNNAL1	CTL
CTNNB1	CTL
CTNNBIP1	CTL
CTNND2	CTL
CTPS1	CTL
CTSO	CTL
CTSZ	CTL
CTTNBP2	CTL
CTXN1	CTL
CUBN	CTL
CUL1	CTL
CUX1	CTL
CWC22	CTL
CWC25	CTL
CXADR	CTL
CXCL16	CTL
CXorf57	CTL
CXXC4	CTL
CYB5B	CTL
CYB5D1	CTL
CYB5D2	CTL
CYB5R1	CTL
CYB5R3	CTL
CYB5R4	CTL
CYBRD1	CTL
CYC1	CTL
CYP2R1	CTL
CYP4Z1	CTL
CYTH3	CTL
CYTH4	CTL
DAB1	CTL
DAB2	CTL
DACH2	CTL
DACT3	CTL
DAD1	CTL
DAP	CTL
DAPK3	CTL
DAW1	CTL
DAXX	CTL
DAZAP1	CTL
DBI	CTL
DBNL	CTL
DCAF1	CTL
DCAF10	CTL
DCAF12L2	CTL
DCAF15	CTL
DCAF5	CTL
DCAF7	CTL
DCAF8	CTL
DCAKD	CTL
DCBLD2	CTL
DCDC2	CTL
DCHS2	CTL
DCLK2	CTL
DCLRE1A	CTL
DCP1A	CTL
DCPS	CTL
DCTN5	CTL
DDAH1	CTL
DDAH2	CTL
DDHD2	CTL
DDN	CTL
DDX1	CTL
DDX18	CTL
DDX23	CTL
DDX51	CTL
DDX56	CTL
DENND1B	CTL
DENND2A	CTL
DENND2C	CTL
DENND5B	CTL
DENR	CTL
DEPDC5	CTL
DEPTOR	CTL
DERL1	CTL
DEXI	CTL
DGCR14	CTL
DGKA	CTL
DGKQ	CTL
DHCR7	CTL
DHPS	CTL
DHRS11	CTL
DHX16	CTL
DHX32	CTL
DHX33	CTL
DHX35	CTL
DHX36	CTL
DHX40	CTL
DHX57	CTL
DIAPH2	CTL
DIAPH3	CTL
DIO2	CTL
DIP2A	CTL
DIRAS1	CTL
DIRAS3	CTL
DIRC2	CTL
DIS3	CTL
DIS3L2	CTL
DISC1	CTL
DKK1	CTL
DLG2	CTL
DLG5	CTL
DMAP1	CTL
DMGDH	CTL
DMWD	CTL
DNAAF2	CTL
DNAH11	CTL
DNAH14	CTL
DNAH2	CTL
DNAH5	CTL
DNAH7	CTL
DNAJA4	CTL
DNAJC12	CTL
DNAJC13	CTL
DNAJC16	CTL
DNAJC17	CTL
DNAJC25-GNG10	CTL
DNAJC4	CTL
DNAJC5G	CTL
DNAL1	CTL
DNAL4	CTL
DNMT3A	CTL
DOC2A	CTL
DOC2B	CTL
DOCK4	CTL
DOCK9	CTL
DOK4	CTL
DOK6	CTL
DOPEY2	CTL
DOT1L	CTL
DPH3	CTL
DPP4	CTL
DPP8	CTL
DPY19L2	CTL
DPYD	CTL
DPYSL3	CTL
DRAXIN	CTL
DRD5	CTL
DSEL	CTL
DSG2	CTL
DSTYK	CTL
DTNBP1	CTL
DTX2	CTL
DTX3	CTL
DUS3L	CTL
DUSP5	CTL
DUSP7	CTL
DYDC2	CTL
DYNLL1	CTL
DYRK3	CTL
DZIP3	CTL
E2F3	CTL
E2F4	CTL
E2F5	CTL
EARS2	CTL
ECD	CTL
ECHDC3	CTL
ECSIT	CTL
EDA	CTL
EDC4	CTL
EDNRA	CTL
EDNRB	CTL
EEPD1	CTL
EFCC1	CTL
EFHD2	CTL
EFNA5	CTL
EFNB2	CTL
EFNB3	CTL
EFR3A	CTL
EFR3B	CTL
EGF	CTL
EGLN1	CTL
EGLN2	CTL
EHD2	CTL
EIF1AD	CTL
EIF1AX	CTL
EIF1B	CTL
EIF2AK1	CTL
EIF2B2	CTL
EIF2S3	CTL
EIF4A2	CTL
EIF4E	CTL
EIF4E2	CTL
EIF4E3	CTL
EIF4G1	CTL
EIF4H	CTL
EIF5A2	CTL
ELFN2	CTL
ELL2	CTL
ELMO2	CTL
ELMO3	CTL
ELOF1	CTL
ELOVL6	CTL
ELP2	CTL
ELP3	CTL
ELP4	CTL
ELP6	CTL
EME2	CTL
EMID1	CTL
EMILIN3	CTL
EML2	CTL
EMX1	CTL
ENAH	CTL
ENDOG	CTL
ENO1	CTL
ENO2	CTL
ENOX1	CTL
ENPP5	CTL
ENTPD1	CTL
ENTPD4	CTL
EPB41L3	CTL
EPB41L4B	CTL
EPC2	CTL
EPHA6	CTL
EPHA8	CTL
EPHB2	CTL
EPHX1	CTL
EPHX4	CTL
EPM2AIP1	CTL
EPN2	CTL
EPN3	CTL
EPRS	CTL
ERBB2	CTL
ERC1	CTL
ERC2	CTL
ERCC1	CTL
ERH	CTL
ERI3	CTL
ERICH5	CTL
ERO1A	CTL
ERP44	CTL
ERRFI1	CTL
ESD	CTL
ESRRA	CTL
ESRRG	CTL
ESYT1	CTL
ETNK2	CTL
ETNPPL	CTL
ETS2	CTL
ETV1	CTL
ETV4	CTL
ETV6	CTL
EVI5L	CTL
EVPL	CTL
EXOC4	CTL
EXOC5	CTL
EXOC6	CTL
EXOC8	CTL
EXOSC6	CTL
EXTL2	CTL
EYA1	CTL
EYA2	CTL
EYA3	CTL
EYA4	CTL
EYS	CTL
EZR	CTL
F12	CTL
F2R	CTL
F7	CTL
FABP5	CTL
FABP6	CTL
FABP7	CTL
FADS2	CTL
FADS3	CTL
FAF1	CTL
FAH	CTL
FAHD2B	CTL
FAM104B	CTL
FAM105A	CTL
FAM107A	CTL
FAM110A	CTL
FAM110C	CTL
FAM111A	CTL
FAM117A	CTL
FAM120A	CTL
FAM120C	CTL
FAM122B	CTL
FAM129B	CTL
FAM131B	CTL
FAM13B	CTL
FAM13C	CTL
FAM149A	CTL
FAM150B	CTL
FAM156B	CTL
FAM162A	CTL
FAM163A	CTL
FAM163B	CTL
FAM168B	CTL
FAM171A2	CTL
FAM171B	CTL
FAM178B	CTL
FAM181A	CTL
FAM184A	CTL
FAM184B	CTL
FAM188B	CTL
FAM196B	CTL
FAM198B	CTL
FAM19A4	CTL
FAM208B	CTL
FAM20C	CTL
FAM210B	CTL
FAM214B	CTL
FAM216A	CTL
FAM217B	CTL
FAM229A	CTL
FAM32A	CTL
FAM43A	CTL
FAM49B	CTL
FAM57B	CTL
FAM65B	CTL
FAM83D	CTL
FAM83H-AS1	CTL
FAM84A	CTL
FAM89A	CTL
FANCI	CTL
FARP1	CTL
FASTKD1	CTL
FASTKD5	CTL
FAT1	CTL
FBF1	CTL
FBLN2	CTL
FBLN7	CTL
FBN1	CTL
FBN2	CTL
FBXL13	CTL
FBXL17	CTL
FBXO10	CTL
FBXO2	CTL
FBXO21	CTL
FBXO22	CTL
FBXO25	CTL
FBXO28	CTL
FBXO31	CTL
FBXO32	CTL
FBXO33	CTL
FBXO42	CTL
FBXO9	CTL
FCRLB	CTL
FDX1	CTL
FDX2	CTL
FER	CTL
FERMT2	CTL
FES	CTL
FEZF2	CTL
FFAR4	CTL
FGD1	CTL
FGD3	CTL
FGD4	CTL
FGF14	CTL
FGF18	CTL
FGF5	CTL
FGF9	CTL
FGFBP3	CTL
FGFR1	CTL
FGFR1OP2	CTL
FGL2	CTL
FH	CTL
FHDC1	CTL
FHL2	CTL
FIBCD1	CTL
FIBIN	CTL
FIGN	CTL
FILIP1	CTL
FITM2	CTL
FIZ1	CTL
FKBP10	CTL
FKBP14	CTL
FKBP1B	CTL
FKBP1C	CTL
FKBP4	CTL
FKBP8	CTL
FLCN	CTL
FLOT2	CTL
FLRT1	CTL
FLRT2	CTL
FLRT3	CTL
FLT3	CTL
FLYWCH1	CTL
FMN1	CTL
FNBP1L	CTL
FNDC3A	CTL
FNDC4	CTL
FNTB	CTL
FOCAD	CTL
FOLR2	CTL
FOXF2	CTL
FOXO3	CTL
FOXO6	CTL
FOXP1	CTL
FOXRED2	CTL
FRAT1	CTL
FRAT2	CTL
FREM3	CTL
FRMD3	CTL
FRMD5	CTL
FSIP1	CTL
FSTL1	CTL
FSTL5	CTL
FTH1	CTL
FTL	CTL
FYCO1	CTL
FYN	CTL
FZD1	CTL
FZD2	CTL
FZD9	CTL
GABARAP	CTL
GABBR1	CTL
GABPB1	CTL
GABRA1	CTL
GABRA2	CTL
GABRA3	CTL
GABRA5	CTL
GABRB1	CTL
GABRB2	CTL
GABRB3	CTL
GABRD	CTL
GABRG2	CTL
GABRQ	CTL
GAL3ST4	CTL
GALNT10	CTL
GALNTL6	CTL
GALR1	CTL
GAP43	CTL
GAS2L3	CTL
GATAD2B	CTL
GATB	CTL
GATM	CTL
GCC2	CTL
GCHFR	CTL
GCNT2	CTL
GDA	CTL
GDF6	CTL
GDI2	CTL
GDPD2	CTL
GEMIN7	CTL
GFER	CTL
GFM1	CTL
GFRA2	CTL
GGCX	CTL
GGT7	CTL
GHDC	CTL
GHR	CTL
GID8	CTL
GIGYF1	CTL
GIPC1	CTL
GIT1	CTL
GIT2	CTL
GJA1	CTL
GJC1	CTL
GK	CTL
GLB1L	CTL
GLCCI1	CTL
GLIPR1	CTL
GLIS1	CTL
GLO1	CTL
GLP2R	CTL
GLRA2	CTL
GLRA3	CTL
GLRX	CTL
GLRX2	CTL
GLT8D2	CTL
GLTSCR1L	CTL
GLTSCR2	CTL
GLUD1	CTL
GLUD2	CTL
GMEB2	CTL
GMFB	CTL
GMIP	CTL
GMPR2	CTL
GMPS	CTL
GNAI2	CTL
GNAL	CTL
GNAO1	CTL
GNAQ	CTL
GNAS	CTL
GNB2	CTL
GNB4	CTL
GNG10	CTL
GNG12	CTL
GNG2	CTL
GNG4	CTL
GNL1	CTL
GNL3	CTL
GNPTAB	CTL
GOLGA3	CTL
GOLGA8O	CTL
GOLM1	CTL
GOLT1A	CTL
GON4L	CTL
GOPC	CTL
GOSR1	CTL
GOSR2	CTL
GOT2	CTL
GPATCH3	CTL
GPC1	CTL
GPC3	CTL
GPC4	CTL
GPC5	CTL
GPC6	CTL
GPCPD1	CTL
GPD2	CTL
GPM6A	CTL
GPM6B	CTL
GPNMB	CTL
GPR107	CTL
GPR108	CTL
GPR137C	CTL
GPR153	CTL
GPR157	CTL
GPR158	CTL
GPR160	CTL
GPR161	CTL
GPR176	CTL
GPR180	CTL
GPR183	CTL
GPR27	CTL
GPR34	CTL
GPR52	CTL
GPR68	CTL
GPR88	CTL
GPR89B	CTL
GPRIN1	CTL
GPRIN2	CTL
GPT2	CTL
GRAMD1B	CTL
GRAMD2	CTL
GRAMD4	CTL
GRB10	CTL
GREB1	CTL
GRIA1	CTL
GRID2	CTL
GRID2IP	CTL
GRIK2	CTL
GRIK4	CTL
GRIN2B	CTL
GRIN3A	CTL
GRM3	CTL
GRM8	CTL
GRPEL2	CTL
GRTP1	CTL
GRWD1	CTL
GSE1	CTL
GSKIP	CTL
GSS	CTL
GSTK1	CTL
GSTM2	CTL
GSTZ1	CTL
GTDC1	CTL
GTF2A1	CTL
GTF2F2	CTL
GTF3C3	CTL
GTF3C6	CTL
GTPBP1	CTL
GUCA1A	CTL
GUCY1A3	CTL
GUK1	CTL
GULP1	CTL
GXYLT2	CTL
GZF1	CTL
H1F0	CTL
HABP2	CTL
HACD1	CTL
HACD4	CTL
HAGHL	CTL
HAP1	CTL
HAPLN4	CTL
HARS	CTL
HAUS8	CTL
HBQ1	CTL
HCN1	CTL
HCN2	CTL
HCN4	CTL
HDAC4	CTL
HDDC3	CTL
HECA	CTL
HECTD1	CTL
HECW1	CTL
HELLS	CTL
HELZ	CTL
HERC6	CTL
HERPUD1	CTL
HES4	CTL
HES5	CTL
HES6	CTL
HEY1	CTL
HEY2	CTL
HEYL	CTL
HFE	CTL
HHAT	CTL
HHIPL1	CTL
HINFP	CTL
HINT3	CTL
HIST1H1A	CTL
HIST1H1D	CTL
HIST1H1E	CTL
HIST1H2BC	CTL
HIST1H2BL	CTL
HIST1H2BN	CTL
HIST1H3A	CTL
HIST1H3D	CTL
HIST1H3E	CTL
HIST1H4A	CTL
HIST1H4D	CTL
HIST1H4E	CTL
HIST1H4I	CTL
HIVEP2	CTL
HIVEP3	CTL
HKDC1	CTL
HLTF	CTL
HM13	CTL
HMGB2	CTL
HMGCS1	CTL
HMP19	CTL
HN1	CTL
HNRNPA0	CTL
HNRNPA3	CTL
HNRNPL	CTL
HNRNPM	CTL
HPCAL1	CTL
HPCAL4	CTL
HPF1	CTL
HPGD	CTL
HPS1	CTL
HR	CTL
HRASLS	CTL
HRC	CTL
HRH1	CTL
HRH2	CTL
HS2ST1	CTL
HS3ST1	CTL
HSBP1	CTL
HSD11B1	CTL
HSD11B1L	CTL
HSFX1	CTL
HSFX2	CTL
HSP90AB1	CTL
HSPA1L	CTL
HSPA4L	CTL
HSPB3	CTL
HSPB6	CTL
HTR1A	CTL
HTR1B	CTL
HTR1D	CTL
HTR1F	CTL
HTR2C	CTL
HTR7	CTL
HTRA2	CTL
HUNK	CTL
HYLS1	CTL
ICA1	CTL
ICAM5	CTL
ICE1	CTL
ICMT	CTL
ID4	CTL
IDE	CTL
IDH2	CTL
IDS	CTL
IER3IP1	CTL
IER5	CTL
IFFO2	CTL
IFNLR1	CTL
IGDCC3	CTL
IGF1R	CTL
IGFBP2	CTL
IGFBP3	CTL
IGFBP5	CTL
IGFBPL1	CTL
IGFL4	CTL
IGIP	CTL
IGSF10	CTL
IGSF11	CTL
IGSF5	CTL
IL10RA	CTL
IL12RB2	CTL
IL13RA2	CTL
IL15RA	CTL
IL17RB	CTL
IL17RD	CTL
IL18	CTL
IL1RAP	CTL
IL33	CTL
IL34	CTL
IL7R	CTL
IMPA1	CTL
IMPACT	CTL
INA	CTL
ING1	CTL
ING3	CTL
INO80D	CTL
INPP5A	CTL
INPP5F	CTL
INPP5K	CTL
INSM2	CTL
INSR	CTL
INTS3	CTL
INTS5	CTL
INTS8	CTL
INTU	CTL
IPO7	CTL
IPO8	CTL
IQCC	CTL
IQGAP2	CTL
IREB2	CTL
IRF2BP1	CTL
IRF2BP2	CTL
IRF8	CTL
IRS1	CTL
IRS4	CTL
ISCA1	CTL
ISLR	CTL
ISOC1	CTL
ITCH	CTL
ITFG2	CTL
ITGA11	CTL
ITGA2B	CTL
ITGA8	CTL
ITM2A	CTL
ITM2B	CTL
ITM2C	CTL
ITPK1	CTL
ITPRIPL1	CTL
ITPRIPL2	CTL
IVD	CTL
JADE1	CTL
JAG2	CTL
JAK1	CTL
JAKMIP1	CTL
JAKMIP2	CTL
JARID2	CTL
JDP2	CTL
JMJD6	CTL
JMJD7	CTL
JMY	CTL
JPH4	CTL
JRK	CTL
JUN	CTL
KANSL1L	CTL
KAT8	CTL
KBTBD2	CTL
KBTBD3	CTL
KBTBD4	CTL
KBTBD6	CTL
KBTBD8	CTL
KCNA1	CTL
KCNA2	CTL
KCNA3	CTL
KCNA5	CTL
KCNAB3	CTL
KCNC1	CTL
KCNC3	CTL
KCNE4	CTL
KCNG1	CTL
KCNG2	CTL
KCNG3	CTL
KCNH6	CTL
KCNH7	CTL
KCNJ11	CTL
KCNJ16	CTL
KCNJ9	CTL
KCNK10	CTL
KCNK12	CTL
KCNK13	CTL
KCNMB2	CTL
KCNN2	CTL
KCNN3	CTL
KCNQ2	CTL
KCNQ4	CTL
KCNS1	CTL
KCNS2	CTL
KCNS3	CTL
KCNT1	CTL
KCTD12	CTL
KCTD14	CTL
KCTD15	CTL
KCTD17	CTL
KCTD21	CTL
KCTD4	CTL
KCTD8	CTL
KCTD9	CTL
KDM1A	CTL
KDM1B	CTL
KDM2B	CTL
KDM5C	CTL
KDM7A	CTL
KEAP1	CTL
KHK	CTL
KIAA0100	CTL
KIAA0319	CTL
KIAA0430	CTL
KIAA0907	CTL
KIAA1024	CTL
KIAA1191	CTL
KIAA1211	CTL
KIAA1217	CTL
KIAA1324L	CTL
KIAA1456	CTL
KIAA1586	CTL
KIAA1644	CTL
KIAA2012	CTL
KIF11	CTL
KIF15	CTL
KIF21B	CTL
KIF2A	CTL
KIF4A	CTL
KIF5A	CTL
KIRREL2	CTL
KLC2	CTL
KLF12	CTL
KLF13	CTL
KLF9	CTL
KLHDC2	CTL
KLHDC8B	CTL
KLHL1	CTL
KLHL11	CTL
KLHL13	CTL
KLHL15	CTL
KLHL17	CTL
KLHL2	CTL
KLHL28	CTL
KLHL29	CTL
KLHL35	CTL
KLK5	CTL
KMT2E	CTL
KMT5A	CTL
KMT5B	CTL
KPNA5	CTL
KRBA1	CTL
KREMEN1	CTL
KRR1	CTL
KTI12	CTL
KY	CTL
L2HGDH	CTL
L3MBTL1	CTL
L3MBTL4	CTL
LACE1	CTL
LAMA1	CTL
LAMTOR1	CTL
LAMTOR2	CTL
LANCL1	CTL
LANCL2	CTL
LANCL3	CTL
LAPTM4B	CTL
LARGE1	CTL
LARP1	CTL
LARP6	CTL
LARS2	CTL
LCA5	CTL
LCORL	CTL
LDHA	CTL
LDHD	CTL
LECT1	CTL
LEMD3	CTL
LEO1	CTL
LEPROTL1	CTL
LETM1	CTL
LGALS8	CTL
LGI2	CTL
LGI3	CTL
LGI4	CTL
LGR4	CTL
LHFPL1	CTL
LHFPL3	CTL
LIAS	CTL
LIMCH1	CTL
LIN7A	CTL
LIN9	CTL
LINC00998	CTL
LINC01314	CTL
LINC01420	CTL
LINGO3	CTL
LIPH	CTL
LIX1	CTL
LIX1L	CTL
LL0XNC01-16G2.1	CTL
LMLN	CTL
LMO3	CTL
LMOD3	CTL
LMTK2	CTL
LNP1	CTL
LNX2	CTL
LOXHD1	CTL
LPA	CTL
LPAR5	CTL
LPIN3	CTL
LPP	CTL
LRCH1	CTL
LRCH2	CTL
LRGUK	CTL
LRP12	CTL
LRP1B	CTL
LRPPRC	CTL
LRRC10B	CTL
LRRC14	CTL
LRRC2	CTL
LRRC23	CTL
LRRC27	CTL
LRRC3	CTL
LRRC38	CTL
LRRC3B	CTL
LRRC4	CTL
LRRC43	CTL
LRRC45	CTL
LRRC49	CTL
LRRC53	CTL
LRRC55	CTL
LRRC56	CTL
LRRC57	CTL
LRRC59	CTL
LRRC7	CTL
LRRK2	CTL
LRRN1	CTL
LRRN2	CTL
LRRN3	CTL
LRSAM1	CTL
LSM3	CTL
LSM4	CTL
LTN1	CTL
LURAP1L	CTL
LUZP1	CTL
LXN	CTL
LY6H	CTL
LYN	CTL
LYPD1	CTL
LYPD5	CTL
LYPLAL1	CTL
LYRM5	CTL
LYRM9	CTL
LYST	CTL
LYVE1	CTL
MACC1	CTL
MACROD1	CTL
MACROD2	CTL
MAD2L1	CTL
MAD2L1BP	CTL
MAF1	CTL
MAFB	CTL
MAFG	CTL
MAGED1	CTL
MAGEL2	CTL
MAGI1	CTL
MAGI3	CTL
MAMDC2	CTL
MAML2	CTL
MAML3	CTL
MAN1A1	CTL
MAN1C1	CTL
MAN2A2	CTL
MAN2B2	CTL
MANEAL	CTL
MANSC1	CTL
MAOB	CTL
MAP2	CTL
MAP2K2	CTL
MAP2K7	CTL
MAP3K13	CTL
MAP4K2	CTL
MAP6	CTL
MAP6D1	CTL
MAP9	CTL
MAPK1	CTL
MAPK10	CTL
MAPK11	CTL
MAPK15	CTL
MAPK1IP1L	CTL
MAPK3	CTL
MAPK8IP1	CTL
MAPKAP1	CTL
MAPRE2	CTL
1-Mar	CTL
2-Mar	CTL
4-Mar	CTL
8-Mar	CTL
MARCKS	CTL
MARK4	CTL
MARS2	CTL
MAS1	CTL
MAST4	CTL
MAT2B	CTL
MATR3	CTL
MAX	CTL
MAZ	CTL
MBD2	CTL
MBNL2	CTL
MBOAT2	CTL
MBTD1	CTL
MC4R	CTL
MCF2	CTL
MCF2L	CTL
MCF2L2	CTL
MCFD2	CTL
MCM2	CTL
MCM4	CTL
MCM8	CTL
MCOLN1	CTL
MCRS1	CTL
MCUB	CTL
MCUR1	CTL
MDFI	CTL
MDFIC	CTL
MDGA1	CTL
MDN1	CTL
ME1	CTL
ME2	CTL
MECP2	CTL
MED1	CTL
MED11	CTL
MED17	CTL
MED21	CTL
MED23	CTL
MED24	CTL
MEF2A	CTL
MEFV	CTL
MEPE	CTL
MESP1	CTL
MET	CTL
METTL25	CTL
METTL8	CTL
MEX3D	CTL
MFAP3	CTL
MFHAS1	CTL
MFSD10	CTL
MFSD14A	CTL
MFSD3	CTL
MFSD4B	CTL
MGAT4B	CTL
MGAT4C	CTL
MGST1	CTL
MGST2	CTL
MIA3	CTL
MIB2	CTL
MICAL2	CTL
MICAL3	CTL
MID2	CTL
MIER1	CTL
MIER3	CTL
MIF	CTL
MINA	CTL
MINK1	CTL
MIOS	CTL
MIS18BP1	CTL
MISP3	CTL
MITF	CTL
MKKS	CTL
MKL2	CTL
MKX	CTL
MLC1	CTL
MLEC	CTL
MLLT10	CTL
MMD	CTL
MMP15	CTL
MMP2	CTL
MMP28	CTL
MMS22L	CTL
MOB1B	CTL
MOB3A	CTL
MOCOS	CTL
MOGS	CTL
MON2	CTL
MORN3	CTL
MORN4	CTL
MOXD1	CTL
MPI	CTL
MPLKIP	CTL
MPND	CTL
MPP1	CTL
MPP6	CTL
MPPE1	CTL
MPZL3	CTL
MRAS	CTL
MRC2	CTL
MREG	CTL
MRGBP	CTL
MROH8	CTL
MRPL11	CTL
MRPL12	CTL
MRPL16	CTL
MRPL2	CTL
MRPL22	CTL
MRPL23	CTL
MRPL33	CTL
MRPL35	CTL
MRPL39	CTL
MRPL45	CTL
MRPL46	CTL
MRPL48	CTL
MRPL50	CTL
MRPL58	CTL
MRPS26	CTL
MRPS30	CTL
MRPS31	CTL
MSANTD1	CTL
MSANTD2	CTL
MSANTD3-TMEFF1	CTL
MSH3	CTL
MSH4	CTL
MSL2	CTL
MSMO1	CTL
MT3	CTL
MTA3	CTL
MTAP	CTL
MTCH1	CTL
MTCL1	CTL
MTDH	CTL
MTFP1	CTL
MTM1	CTL
MTMR12	CTL
MTMR14	CTL
MTMR3	CTL
MTO1	CTL
MTPAP	CTL
MTPN	CTL
MUM1	CTL
MUM1L1	CTL
MXD1	CTL
MYADML2	CTL
MYB	CTL
MYC	CTL
MYEF2	CTL
MYH14	CTL
MYH15	CTL
MYH7B	CTL
MYL12B	CTL
MYL5	CTL
MYLK3	CTL
MYNN	CTL
MYO16	CTL
MYO18B	CTL
MYO19	CTL
MYOZ3	CTL
MYRIP	CTL
MYSM1	CTL
MYT1	CTL
N4BP2	CTL
N4BP2L1	CTL
N4BP3	CTL
NAAA	CTL
NAALAD2	CTL
NAB1	CTL
NAB2	CTL
NABP2	CTL
NACC1	CTL
NADK2	CTL
NAGPA	CTL
NALCN	CTL
NAP1L1	CTL
NARS	CTL
NAT16	CTL
NAT8L	CTL
NATD1	CTL
NAV1	CTL
NAV3	CTL
NBPF3	CTL
NCALD	CTL
NCAM1	CTL
NCAM2	CTL
NCAN	CTL
NCK2	CTL
NCKAP1L	CTL
NCKIPSD	CTL
NCOA3	CTL
NCR3LG1	CTL
NDP	CTL
NDRG3	CTL
NDST1	CTL
NDST4	CTL
NDUFC2	CTL
NDUFS1	CTL
NECAB1	CTL
NECAB2	CTL
NECTIN3	CTL
NEDD4	CTL
NEFH	CTL
NEIL1	CTL
NEK2	CTL
NELFA	CTL
NELFE	CTL
NETO2	CTL
NEURL1B	CTL
NEUROD6	CTL
NEXN	CTL
NFAM1	CTL
NFATC2IP	CTL
NFIB	CTL
NFIC	CTL
NFIL3	CTL
NFIX	CTL
NFKB1	CTL
NFKBIL1	CTL
NFRKB	CTL
NGDN	CTL
NGEF	CTL
NHLH2	CTL
NHLRC2	CTL
NHSL1	CTL
NHSL2	CTL
NIF3L1	CTL
NINL	CTL
NIPA1	CTL
NIPAL2	CTL
NIPAL3	CTL
NIPSNAP3A	CTL
NKAIN1	CTL
NKAIN4	CTL
NKAPL	CTL
NKD2	CTL
NKX1-2	CTL
NKX3-1	CTL
NLGN3	CTL
NLRC4	CTL
NLRP2B	CTL
NME1-NME2	CTL
NME4	CTL
NMNAT1	CTL
NNAT	CTL
NOA1	CTL
NOB1	CTL
NOG	CTL
NOL4	CTL
NOL4L	CTL
NOL9	CTL
NOM1	CTL
NOP9	CTL
NOV	CTL
NPAP1	CTL
NPBWR1	CTL
NPEPL1	CTL
NPHP1	CTL
NPHS1	CTL
NPPA	CTL
NPPC	CTL
NPTXR	CTL
NPY	CTL
NPY1R	CTL
NPY5R	CTL
NQO1	CTL
NQO2	CTL
NR1D2	CTL
NR1H2	CTL
NR2C1	CTL
NR2E1	CTL
NR2F2	CTL
NR2F6	CTL
NR3C1	CTL
NR3C2	CTL
NRAS	CTL
NRBP1	CTL
NRDE2	CTL
NRG2	CTL
NRP1	CTL
NSG1	CTL
NSMAF	CTL
NSUN4	CTL
NSUN5	CTL
NSUN6	CTL
NT5C1A	CTL
NT5DC1	CTL
NT5M	CTL
NTAN1	CTL
NTN4	CTL
NTNG2	CTL
NTSR1	CTL
NTSR2	CTL
NUAK1	CTL
NUB1	CTL
NUDT10	CTL
NUDT11	CTL
NUDT16L1	CTL
NUDT17	CTL
NUDT22	CTL
NUDT5	CTL
NUDT9	CTL
NUMBL	CTL
NUP153	CTL
